"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
7.76e-06,7.76e-06,0,1.968e-05,2.432e-05,2.072e-05,3.304e-05,2.4e-05,0,2.256e-05,1.128e-05,0
