"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
4.092e-05,4.092e-05,0,7.68e-06,3.6e-05,2.4e-05,2.664e-05,1.932e-05,0,2.844e-05,1.428e-05,0
