"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
1.164e-05,1.164e-05,0,2.952e-05,3.648e-05,3.108e-05,4.956e-05,3.6e-05,0,3.384e-05,1.692e-05,0
