"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
2.728e-05,2.728e-05,0,5.12e-06,2.4e-05,1.6e-05,1.776e-05,1.288e-05,0,1.896e-05,9.52e-06,0
